genres,app_name,release_date,price,id,developer
['Adventure'],Nancy Drew®: Ransom of the Seven Ships Demo,2009-07-21,4.99,31990.0,Her Interactive
['Sports'],3D Ultra™ Minigolf Adventures,2006-12-20,9.99,10140.0,Wanako Games
['Adventure'],King's Quest™ Collection,2006-09-01,19.99,10100.0,Sierra
['Action'],TimeShift™,2007-10-30,19.99,10130.0,Saber Interactive
['Adventure'],Space Quest™ Collection,2006-09-01,19.99,10110.0,Sierra
['Action'],Killing Floor Outbreak Character Pack,2009-07-24,7.99,1256.0,Tripwire Interactive
"['Action', 'Casual']",Aces of the Galaxy™,2008-06-04,9.99,10120.0,Artech Studios
"['Simulation', 'Strategy']",Tropico Reloaded,2009-07-24,6.99,33520.0,"PopTop Software,BreakAway Games,Frog City Software"
['Casual'],Mystery P.I. - Lost in Los Angeles,2009-07-27,4.99,3610.0,SpinTop Games
['Action'],Bionic Commando: Rearmed,2008-08-14,9.99,21680.0,Capcom
"['Action', 'Adventure']",Bionic Commando,2009-07-28,9.99,21670.0,Capcom
['Action'],Watchmen: The End is Nigh Part 2,2009-07-29,4.99,21030.0,Deadline Games
"['Action', 'Indie']",Foreign Legion: Buckets of Blood,2009-08-04,4.99,36000.0,Sakari Indie
"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,2003-11-19,9.99,32370.0,"BioWare,Aspyr (Mac)"
"['Indie', 'Casual']",Osmos,2009-08-18,9.99,29180.0,Hemisphere Games
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,9.99,38410.0,Black Isle Studios
['Strategy'],Fallout Tactics: Brotherhood of Steel,2001-03-01,9.99,38420.0,14° East
['Action'],Kingpin — Life of Crime,1999-06-01,9.99,38430.0,Xatrix Entertainment
"['Strategy', 'RTS', 'Fantasy', 'Classic', 'Third Person', 'Surreal', 'Real-Time', 'RPG', 'Action', 'Singleplayer', 'Magic', 'Multiplayer']",Sacrifice,2000-11-01,9.99,38440.0,Shiny Entertainment
"['Action', 'Adventure']",Mini Ninjas Demo,2009-08-19,4.99,35050.0,IO Interactive
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,19.99,31180.0,Telltale Games
['Casual'],Jewel Quest Pack,2009-08-24,19.99,37960.0,iWin
['Casual'],Mahjong Quest Collection,2009-08-24,9.99,38000.0,iWin
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,4.99,37400.0,Size Five Games
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,9.99,13570.0,Ubisoft Montreal
"['Action', 'Racing']",Crash Time 2,2009-08-27,9.99,11390.0,Meridian4
['Strategy'],XIII Century – Gold Edition,2009-08-28,4.99,34420.0,Unicorn Games Studio
['Simulation'],World of Zoo,2009-10-30,14.99,43100.0,Blue Fang
['Simulation'],18 Wheels of Steel: Extreme Trucker,2009-09-23,9.99,33730.0,"ValuSoft, Retroism"
"['Action', 'Adventure']",Mini Ninjas,2009-09-08,9.99,35000.0,IO Interactive
['Casual'],Freeze Tag Fun Pack #2,2009-09-23,19.99,39392.0,"Freeze Tag Inc.,iQ212"
['Casual'],Freeze Tag Fun Pack #1,1999-11-30,19.99,39391.0,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment"
"['Adventure', 'Casual', 'Indie']",Windosill,2009-05-26,2.99,37600.0,"Vectorpark, Inc."
['Simulation'],Train Simulator: Colton & Northern Route Add-On,2009-09-25,24.99,24029.0,All Aboard
"['Adventure', 'Casual']",Midnight Mysteries,2009-09-28,9.99,32140.0,MumboJumbo
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,19.99,31190.0,Telltale Games
['Action'],Joint Operations: Combined Arms Gold,2009-08-18,19.99,32770.0,NovaLogic
['Simulation'],Train Simulator: US Loco & Asset Pack,2009-10-01,17.99,208306.0,Dovetail Games
['Simulation'],DinerTown Tycoon,2009-09-30,9.99,37300.0,PlayFirst
['Simulation'],Train Simulator: European Loco & Asset Pack,2009-10-01,19.99,208300.0,Dovetail Games
['RPG'],Risen,2009-10-30,9.99,40300.0,Piranha Bytes
['Casual'],Flora's Fruit Farm,2009-10-01,3.99,35070.0,Honeyslug
['Strategy'],Empire: Total War™ - The Warpath Campaign,2009-10-05,9.99,10606.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Adventure', 'Indie']",Machinarium,2009-10-16,9.99,40700.0,Amanita Design
['Action'],Medal of Honor: Airborne,2007-09-04,9.99,24840.0,EA Los Angeles
['Racing'],Need for Speed: Shift,2009-09-15,19.99,24870.0,Slightly Mad Studios
['RPG'],Torchlight,2009-10-27,14.99,41500.0,Runic Games
['Strategy'],Command & Conquer: Red Alert 3 - Uprising,2009-03-12,19.99,24800.0,EA Los Angeles
['Strategy'],The Stronghold Collection,2009-10-27,19.99,901735.0,FireFly Studios
['Strategy'],East India Company: Privateer,2009-10-27,4.99,42800.0,Nitro Games
['Action'],Painkiller: Resurrection,2009-10-27,9.99,39560.0,Homegrown Games
"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,2009-10-29,14.99,39550.0,"Phenomic,THQ Nordic"
['Adventure'],Secret Files: Tunguska,2009-10-29,9.99,40330.0,Animation Arts
['Strategy'],Rush for Berlin Gold,2009-10-29,4.99,40320.0,Stormregion
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,19.99,31200.0,Telltale Games
['Strategy'],Men of War: Red Tide,2009-11-01,4.99,3130.0,1C Company
"['Action', 'Indie']",Hammerfight,2009-09-19,4.99,41100.0,Konstantin Koshutin
"['Action', 'RPG']",SpellForce - Platinum Edition,2009-11-03,9.99,39540.0,Phenomic
['Strategy'],Massive Assault: Phantom Renaissance,2005-03-03,9.99,34640.0,Wargaming.net
['Strategy'],Massive Assault,2003-10-28,9.99,34630.0,Wargaming.net
"['Hidden Object', 'Female Protagonist', 'Puzzle']",Nancy Drew® Dossier: Resorting to Danger!,2009-11-19,6.99,42200.0,HeR Interactive
"['Action', 'Indie']",Serious Sam HD: The First Encounter,2009-11-24,14.99,41000.0,Croteam
['Adventure'],Secret Files 2: Puritas Cordis,2009-10-29,9.99,40340.0,Animation Arts
['RPG'],Dragon Age: Origins,2009-11-06,19.99,17450.0,BioWare
"['Action', 'RPG', 'Indie']",Aztaka,2009-05-07,4.99,37100.0,Citeremis Inc.
"['Indie', 'Casual']",Magnetis,2009-11-05,1.99,37500.0,Yullaby
['Strategy'],For The Glory: A Europa Universalis Game,2009-11-11,9.99,42810.0,Crystal Empire Games
['Action'],Call of Duty®: Modern Warfare® 2,2009-11-12,19.99,10180.0,"Infinity Ward,Aspyr (Mac)"
['Adventure'],LEGO® Star Wars™ - The Complete Saga,2009-11-12,19.99,32440.0,"Traveller's Tales,Feral Interactive (Mac)"
['RPG'],Overlord™,2007-06-26,4.99,11450.0,"Triumph Studios,Virtual Programming"
['RPG'],Overlord™: Raising Hell,2008-02-15,9.99,12710.0,"Triumph Studios,Virtual Programming"
['Strategy'],Command & Conquer 3: Tiberium Wars,2007-03-28,14.99,24790.0,EA Los Angeles
"['Indie', 'Casual']",Yumsters 2: Around the World,2008-07-23,4.99,29120.0,KranX Productions
['Strategy'],Command & Conquer 3: Kane's Wrath,2009-11-13,19.99,24810.0,EA Los Angeles
"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,2009-11-16,14.99,41800.0,Positech Games
['Simulation'],Wings of Prey,2009-12-25,9.99,45300.0,Gaijin Entertainment
"['Action', 'Adventure', 'RPG']",The Bard's Tale,2005-06-17,9.99,41900.0,inXile Entertainment
['Action'],Defence Alliance 2,2009-10-22,0.0,35420.0,Defence Alliance Team
['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,19.99,32430.0,"LucasArts,Aspyr Studios"
,Europa Universalis III: Heir to the Throne,2009-12-15,9.99,25806.0,Paradox Interactive
['RPG'],Fallout 3: Game of the Year Edition,2009-10-13,19.99,22370.0,Bethesda Game Studios
"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,2009-12-16,5.99,41802.0,Positech Games
['Simulation'],Build-A-Lot,2007-10-02,9.99,38080.0,Hip Soft
['Simulation'],Build-A-Lot 2: Town of the Year,2008-04-29,9.99,38090.0,Hip Soft
['Simulation'],Build-A-Lot 3: Passport to Europe,2009-01-24,9.99,38100.0,Hip Soft
"['Casual', 'Simulation']",Coconut Queen,2009-12-17,9.99,38070.0,iWin
['Casual'],Roogoo,2009-12-17,1.99,38210.0,Spidermonk Entertainment
"['Action', 'Adventure']",Devil May Cry 4,2008-07-08,19.99,45700.0,Capcom
"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,2010-03-17,9.99,46410.0,ClockStone Studios
['Simulation'],Build-A-Lot 4: Power Source,2009-08-12,9.99,38110.0,Hip Soft
"['Action', 'Free to Play', 'Indie']","Pirates, Vikings, and Knights II",2010-02-12,0.0,17570.0,Octoshark Studios
['Casual'],Farm Frenzy 2,2008-08-27,4.99,38130.0,Alawar
['Casual'],Farm Frenzy 3: American Pie,2010-01-06,9.99,38160.0,Alawar
['Casual'],Farm Frenzy 3,2009-09-11,9.99,38150.0,Alawar
['Casual'],Farm Frenzy,2007-12-07,4.99,38120.0,Alawar
['Casual'],Farm Frenzy: Pizza Party,2009-02-18,4.99,38140.0,Alawar
['Casual'],Cake Mania Main Street™,2010-02-16,6.99,36300.0,Sandlot Games
"['Strategy', 'Casual']",Westward® IV: All Aboard,2010-02-16,6.99,36310.0,Sandlot Games
"['Adventure', 'Casual']",Iron Roses,2010-02-16,6.99,36320.0,Cateia Games
['Strategy'],UFO: Extraterrestrials Gold,2010-02-17,9.99,37030.0,Chaos Concept
['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,19.99,32450.0,Traveller's Tales
['Sports'],Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2010-02-18,4.99,34180.0,Eurocom
"['Action', 'Indie', 'Racing']",Super Laser  Racer,2010-02-18,4.99,44100.0,New Star Games Ltd
['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,0.99,25960.0,Paradox Interactive
['Action'],NecroVisioN: Lost Company,2010-02-19,6.99,46250.0,The Farm 51
['Casual'],Cradle of Persia,2007-12-01,9.99,38180.0,Awem Studio
['Action'],Aliens vs. Predator Swarm Map Pack,2010-03-18,7.49,10695.0,Rebellion
"['Action', 'Indie']",Serious Sam Classic: The First Encounter,2001-03-21,9.99,41050.0,Croteam
['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,19.99,24055.0,All Aboard
"['Action', 'RPG']",Mount & Blade: Warband,2010-03-31,19.99,48700.0,TaleWorlds Entertainment
['Action'],Coniclysm,2010-03-26,4.99,39900.0,ZoopTEK
"['Action', 'Indie']",Plain Sight,2010-04-05,4.99,49900.0,Beatnik Games
['Action'],Lead and Gold: Gangs of the Wild West,2010-04-08,9.99,42120.0,Fatshark
['Action'],Grand Theft Auto: Episodes from Liberty City,2010-04-12,19.99,12220.0,Rockstar North / Toronto
"['Action', 'Adventure']",Dark Void™ Zero,2010-04-12,4.99,45730.0,Other Ocean Interactive
['Indie'],Fortix,2010-04-14,0.99,45400.0,Nemesys Games
"['Action', 'Casual', 'Indie']",Beat Hazard,2010-04-15,9.99,49600.0,Cold Beam Games
['Adventure'],Sam & Max: The Devil’s Playhouse,2010-04-15,19.99,901399.0,Telltale Games
"['Simulation', 'Strategy']",M.U.D. TV,2010-04-19,9.99,43500.0,Realmforge Studios
['Simulation'],Wings of Luftwaffe Add-on,2010-04-19,4.99,45302.0,Gaijin Entertainment
"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,2010-04-20,4.99,40930.0,The Odd Gentlemen
['Action'],AquaNox 2: Revelation,2003-08-19,4.99,39640.0,THQ Nordic
['Action'],AquaNox,2001-11-30,4.99,39630.0,THQ Nordic
"['Casual', 'Indie']",Fluttabyes,2010-04-20,1.99,23150.0,Red Chain Games Ltd.
['Casual'],Hidden Expedition: Titanic,2006-07-19,9.99,50940.0,Big Fish Games
"['Casual', 'Indie']",Hidden Expedition: Amazon,2008-06-19,9.99,50920.0,Big Fish Games
['Strategy'],Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,2.99,34178.0,"The Creative Assembly,Feral Interactive (Mac)"
['Casual'],Fitness Dash™,2008-12-31,6.99,37340.0,Sarbakan
['Casual'],Gemini Lost™,2009-09-24,6.99,37390.0,PlayFirst
['Casual'],DinerTown Detective Agency™,2009-07-27,6.99,37310.0,Absolutist Ltd.
['Casual'],Mahjong Roadshow™,2007-10-19,6.99,37360.0,PlayFirst
['Casual'],Hotel Dash™ Suite Success™,2009-12-24,6.99,49000.0,PlayFirst
['Casual'],Nightshift Legacy: The Jaguar's Eye™,2010-03-19,6.99,37330.0,PlayFirst
['Casual'],The Nightshift Code™,2008-02-11,6.99,37320.0,PlayFirst
['Casual'],TriJinx: A Kristine Kross Mystery™,2007-12-31,6.99,37370.0,PlayFirst
['Casual'],Valerie Porter and the Scarlet Scandal™,2009-12-21,6.99,37380.0,PlayFirst
"['Action', 'Adventure', 'Casual']",Biozone,2010-05-07,9.99,19080.0,G5 Entertainment
"['Action', 'Indie']",Iron Grip: Warlord,2008-12-05,4.99,31700.0,ISOTX
"['Action', 'Adventure']",Rocket Knight,2010-05-11,14.99,19030.0,Climax Studios
['Indie'],Max and the Magic Marker,2010-05-12,4.99,50820.0,Press Play
"['Action', 'Indie']",Flight of the Icarus,2010-05-12,4.99,49800.0,Muse Games
['Casual'],Puzzler World,2010-05-28,4.99,33650.0,Ideas Pad
"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,19.99,901478.0,Ubisoft
"['Casual', 'Indie']",Ziro,2010-05-28,4.99,33660.0,Kokakiki
['Action'],Altered Beast™,2010-06-01,2.99,34281.0,SEGA
['Action'],Comix Zone™,2010-06-01,2.99,34272.0,SEGA
"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,2010-06-01,61.99,34270.0,D3T Limited
['Action'],Golden Axe™,2010-06-01,2.99,34276.0,SEGA
['Action'],Ecco the Dolphin™,2010-06-01,2.99,34274.0,SEGA
['Strategy'],Gain Ground™,2010-06-01,2.99,34275.0,SEGA
['Action'],Shinobi™ III: Return of the Ninja Master,2010-06-01,2.99,34277.0,SEGA
['Action'],Crack Down™,2010-06-01,2.99,34273.0,SEGA
['Action'],VectorMan™,2010-06-01,2.99,34280.0,SEGA
"['Platformer', 'Singleplayer', 'Great Soundtrack', 'Isometric', '3D Platformer', 'Classic', 'Retro']",Sonic 3D Blast™,2010-06-01,4.99,34278.0,SEGA
['Action'],Shadow Dancer™,2010-06-01,2.99,34282.0,SEGA
['Action'],Space Harrier™ II,2010-06-01,2.99,34279.0,SEGA
"['Action', 'RPG']",Alpha Protocol™,2010-06-01,14.99,34010.0,Obsidian Entertainment
['Action'],Alien Breed: Impact,2010-06-03,9.99,22610.0,Team17 Software Ltd.
['RPG'],Fallout 3 - Point Lookout,2010-07-16,4.99,22440.0,Bethesda Game Studios
"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,2010-06-02,0.99,18508.0,Hidden Path Entertainment
['RPG'],Fallout 3 - Mothership Zeta,2010-07-16,4.99,22430.0,Bethesda Game Studios
['RPG'],Fallout 3 - Broken Steel,2010-07-16,4.99,22410.0,Bethesda Game Studios
['RPG'],Fallout 3 - The Pitt,2010-07-16,4.99,22420.0,Bethesda Game Studios
['Action'],Alien Swarm,2010-07-19,0.0,630.0,Valve
['RPG'],Fallout 3 - Operation Anchorage,2010-07-16,4.99,22400.0,Bethesda Game Studios
"['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,2003-09-22,19.99,24780.0,"EA - Maxis,Aspyr (Mac)"
"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,2010-07-16,14.99,33670.0,"Akella,.dat"
"['Casual', 'Indie']",Tidalis,2010-07-16,4.99,40420.0,"Arcen Games, LLC"
"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,2010-07-19,9.99,34920.0,Invent4 Entertainment
['Strategy'],The Settlers 7: Uncharted Land Map Pack,2010-07-21,3.99,48136.0,Blue Byte
['RPG'],Dimensity,2008-12-08,9.99,46720.0,Dagger Games
['Action'],Kane & Lynch 2: Dog Days,2010-08-17,9.99,28000.0,IO Interactive
"['Simulation', 'Strategy']",The Guild II Renaissance,2010-07-28,9.99,39680.0,Rune Forge
['Strategy'],Hearts of Iron III DLC: German II Spritepack,2010-07-26,0.99,25962.0,Paradox Interactive
['Simulation'],Trainz Simulator DLC: Blue Comet,2010-08-06,19.99,24634.0,N3V Games
['Strategy'],Fantasy Wars,2010-08-06,4.99,63900.0,Ino-Co
['Action'],Mafia II,2011-03-22,29.99,50130.0,"2K Czech,Feral Interactive (Mac)"
['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,4.99,24075.0,Dovetail Games
"['RPG', 'Casual']",Puzzle Quest 2,2010-08-12,9.99,47540.0,Infinite Interactive
['Action'],Burn Zombie Burn!,2010-08-12,9.99,50510.0,doublesix
['Indie'],Madballs B*D*I Clan Skins,2010-08-16,1.99,25760.0,Playbrains
['Indie'],Madballs Scorched Evolution Skin Rollup,2010-08-16,1.99,25763.0,Playbrains
['Indie'],Madballs BDI Evolution Skin Rollup,2010-08-16,1.99,25762.0,Playbrains
['Indie'],Madballs Holiday Skin Rollup,2010-08-16,2.99,25764.0,Playbrains
['Strategy'],Victoria I Complete,2010-08-20,9.99,42980.0,Paradox Development Studio
['Simulation'],Ship Simulator Extremes,2010-08-27,19.99,48800.0,VStep
['Strategy'],Worms Reloaded,2010-08-26,19.99,22600.0,Team17 Digital Ltd
"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,2010-06-22,14.99,46770.0,Muzzy Lane Software
"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,2010-08-27,8.99,65700.0,Bohemia Interactive
['Strategy'],Victoria II,2010-08-30,19.99,42960.0,Paradox Development Studio
,Booster Trooper Demo,2010-08-31,4.99,27930.0,DnS Development
['Indie'],Madballs Scorched Clan Skins,2010-08-16,1.99,25761.0,Playbrains
['Action'],Kane & Lynch 2: The Doggie Bag,2010-08-31,5.99,28010.0,IO Interactive
['Action'],Kane & Lynch 2: Multiplayer Masks Pack,2010-08-31,1.99,28012.0,IO Interactive
['Simulation'],Trainz: Classic Cabon City,2010-09-01,19.99,24640.0,N3V Games
['Action'],Kane & Lynch 2: Alliance Weapon Pack,2010-08-31,2.99,28011.0,IO Interactive
['Strategy'],Cossacks: Back to War,2002-11-01,4.99,4850.0,GSC Game World
['Adventure'],Broken Sword: Director's Cut,2010-09-02,5.99,57640.0,Revolution Software Ltd
['Casual'],Chime,2010-09-06,4.99,62100.0,Zoë Mode
['Action'],Mafia II DLC: Jimmy's Vendetta,2010-09-06,9.99,50145.0,"2K Czech,Feral Interactive (Mac)"
['Action'],Sniper: Ghost Warrior - Map Pack,2010-09-08,1.99,34841.0,City Interactive
"['Action', 'Indie']",VVVVVV,2010-09-07,4.99,70300.0,Terry Cavanagh
['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,2010-09-08,3.99,48137.0,Blue Byte
"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,2010-09-08,19.99,57300.0,Frictional Games
"['RPG', 'Indie']",Recettear: An Item Shop's Tale,2010-09-10,19.99,70400.0,EasyGameStation
"['Action', 'Casual', 'Indie']",Swarm Arena,2010-08-19,3.99,46600.0,Dedication Games
"['Action', 'Simulation']",Super Thunder Blade™,2010-09-13,2.99,34314.0,SEGA
['Action'],Galaxy Force II™,2010-09-13,2.99,34310.0,SEGA
['Simulation'],Hacker Evolution,2010-09-14,4.99,70100.0,exosyphen studios
"['Indie', 'Simulation']",Hacker Evolution: Untold,2010-09-14,4.99,70110.0,exosyphen studios
"['Casual', 'Indie']",Faerie Solitaire,2010-09-17,9.99,38600.0,Subsoap
['Strategy'],Patrician IV - Steam Special Edition,2010-09-17,14.99,57620.0,Gaming Minds Studios
['Action'],Bonanza Bros.™,2010-09-13,2.99,34284.0,SEGA
"['RPG', 'Strategy']",King's Bounty: Crossworlds,2010-09-17,14.99,63910.0,Katauri Interactive
['Simulation'],Train Simulator: Green & Gold HST DMU Add-On,2010-09-17,4.99,24082.0,Dovetail Games
['Strategy'],Sid Meier's Civilization® V,2010-09-21,29.99,8930.0,"Firaxis Games,Aspyr (Mac, Linux)"
['Strategy'],Commander: Conquest of the Americas - Colonial Navy,2010-09-21,4.99,49310.0,Nitro Games
"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,2002-02-05,9.99,41060.0,Croteam
"['Indie', 'Strategy']",Star Ruler,2010-09-20,9.99,70900.0,Blind Mind Studios
"['Action', 'Adventure']",Blade Kitten,2010-09-22,2.99,9940.0,Krome Studios
['Action'],Alien Breed 2: Assault,2010-09-22,9.99,22650.0,Team17 Digital Ltd
['Action'],Serious Sam HD: Gold Edition,2010-09-23,4.99,901553.0,Croteam
"['Action', 'Adventure']",Darksiders™,2010-09-23,19.99,50620.0,Vigil Games
"['Simulation', 'Strategy']",X: Beyond the Frontier,1999-07-01,4.99,2840.0,Egosoft
['Strategy'],The Kings' Crusade,2010-10-08,9.99,42920.0,NeoCoreGames
"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,2007-08-31,19.99,29700.0,ArenaNet®
"['Simulation', 'Strategy']",X: Tension,2000-06-01,4.99,2850.0,Egosoft
"['RPG', 'Strategy']",Age of Wonders II: The Wizard's Throne,2010-10-01,9.99,61510.0,Triumph Studios
"['Adventure', 'Casual', 'Simulation']",Governor of Poker 2,2010-10-11,7.99,70200.0,I Sioux Game Productions B.V.
"['Adventure', 'Casual', 'Indie', 'Simulation']",Governor of Poker 2 - Premium Edition,2010-10-11,14.99,70210.0,I Sioux Game Productions B.V.
"['RPG', 'Strategy']",Age of Wonders Shadow Magic,2010-10-01,9.99,61520.0,Triumph Studios
"['RPG', 'Strategy']",Age of Wonders,2010-10-01,5.99,61500.0,Triumph Studios
['Action'],Medal of Honor™,2010-10-12,19.99,47790.0,Electronic Arts
"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,2010-10-15,9.99,46450.0,"Headup Games,Silent Dreams"
"['Action', 'Adventure']",Lost Planet® 2,2010-10-15,19.99,45750.0,"CAPCOM CO., LTD."
"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,2010-10-15,4.99,57800.0,Stickmen Studios
"['Action', 'RPG']",Fallout: New Vegas,2010-10-19,9.99,22380.0,Obsidian Entertainment
"['Action', 'Casual', 'Indie']",The Polynomial - Space of the music,2010-10-15,6.99,67000.0,Dmytry Lavrov
"['Adventure', 'Indie']",Puzzle Bots,2010-10-22,4.99,80300.0,Ivy Games
"['Indie', 'Racing']",Nimbus,2010-10-25,9.99,50000.0,Noumenon Games
['Strategy'],Civilization V - Babylon (Nebuchadnezzar II),2010-10-25,4.99,16868.0,"Firaxis Games,Aspyr (Mac, Linux)"
"['Action', 'Indie', 'RPG']",DeathSpank,2010-10-25,14.99,18040.0,Hothead Games
"['Action', 'Simulation']",Virtua Fighter™ 2,2010-10-26,2.99,71115.0,SEGA
['Casual'],Columns™ III,2010-10-26,2.99,34317.0,SEGA
['RPG'],Sword of Vermilion™,2010-10-26,2.99,71114.0,SEGA
['Action'],Golden Axe™ II,2010-10-26,2.99,71112.0,SEGA
